District name,Primary role,Name,First name,Last name,Gender,Party name,Email,Photo URL,Source URL,Website,Facebook,Instagram,Twitter,LinkedIn,YouTube,Office type,Address,Phone,Fax,Office type,Address,Phone,Fax,Office type,Address,Phone,Fax,Office type,Address,Phone,Fax,Office type,Address,Phone,Fax
Banff—Airdrie,MP,Blake Richards,Blake,Richards,,Conservative,blake.richards@parl.gc.ca,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/RichardsBlake_CPC.jpg,http://www.parl.gc.ca/Parliamentarians/en/members/Blake-Richards(59235),http://blakerichards.ca,,,https://twitter.com/BlakeRichardsMP,,,legislature,"House of Commons
Ottawa ON  K1A 0A6",1 613 996-5152,1 613 947-4601,constituency,"620 - 1st Avenue NW
(Main Office)
Suite 16
Airdrie AB  T4B 2R3",1 403 948-5103,1 403 948-0879
Barrie—Innisfil,MP,John Brassard,John,Brassard,,Conservative,John.Brassard@parl.gc.ca,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/BrassardJohn_CPC.jpg,http://www.parl.gc.ca/Parliamentarians/en/members/John-Brassard(88674),http://johnbrassard.com,,,https://twitter.com/JohnBrassardCPC,,,legislature,"House of Commons
Ottawa ON  K1A 0A6",1 613 992-3394,1 613 996-7923,constituency,"480 Huronia Road (Main Office)
Suite 204-B
Barrie ON  L4N 6M2",1 705 726-5959,1 705 726-3340
Barrie—Springwater—Oro-Medonte,MP,Alexander Nuttall,Alexander,Nuttall,,Conservative,Alex.Nuttall@parl.gc.ca,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/NuttallAlex_CPC.jpg,http://www.parl.gc.ca/Parliamentarians/en/members/Alexander-Nuttall(88679),http://www.alexnuttallmp.ca,,,,,,legislature,"House of Commons
Ottawa ON  K1A 0A6",1 613 992-0718,1 613 992-0745,constituency,"48 Alliance Blvd (Main Office)
Suite 104
Barrie ON  L4M 5K3",1 705 728-2596,1 705 728-9465
Battle River—Crowfoot,MP,Kevin Sorenson,Kevin,Sorenson,,Conservative,kevin.sorenson@parl.gc.ca,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/SorensonKevin_CPC.jpg,http://www.parl.gc.ca/Parliamentarians/en/members/Kevin-Sorenson(1832),http://kevinsorenson.ca,,,,,,legislature,"House of Commons
Ottawa ON  K1A 0A6",1 613 947-4608,1 613 947-4611,constituency,"4945 - 50th Street
(Main Office)

Camrose AB  T4V 1P9",1 780 608-4600,1 780 608-4603
Battlefords—Lloydminster,MP,Gerry Ritz,Gerry,Ritz,,Conservative,gerry.ritz@parl.gc.ca,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/RitzGerry_CPC.jpg,http://www.parl.gc.ca/Parliamentarians/en/members/Gerry-Ritz(1209),http://gerryritz.ca,,,,,,legislature,"House of Commons
Ottawa ON  K1A 0A6",1 613 995-7080,1 613 996-8472,constituency,"1322 - 100th Street (Main Office)

North Battleford SK  S9A 0V8",1 306 445-2004,1 306 445-0207
Bay of Quinte,MP,Neil Ellis,Neil,Ellis,,Liberal,Neil.Ellis@parl.gc.ca,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/EllisNeil_Lib.jpg,http://www.parl.gc.ca/Parliamentarians/en/members/Neil-R-Ellis(88683),http://nellis.liberal.ca,,,,,,legislature,"House of Commons
Ottawa ON  K1A 0A6",1 613 992-0752,1 613 992-0759,constituency,"100 Station Street (Main Office)

Belleville ON  K8N 2S5",1 613 969-3300,1 613 969-3313
Beaches—East York,MP,Nathaniel Erskine-Smith,Nathaniel,Erskine-Smith,,Liberal,Nathaniel.Erskine-Smith@parl.gc.ca,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/ErskineSmithNathaniel_Lib.jpg,http://www.parl.gc.ca/Parliamentarians/en/members/Nathaniel-Erskine-Smith(88687),http://beynate.ca,,,,,,legislature,"House of Commons
Ottawa ON  K1A 0A6",1 613 992-2115,1 613 996-7942,constituency,"1902 Danforth Avenue (Main Office)

Toronto ON  M4C 1J4",1 416 467-0860,1 416 467-0905
Beauce,MP,Maxime Bernier,Maxime,Bernier,,Conservative,maxime.bernier@parl.gc.ca,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/BernierMaxime_CPC.jpg,http://www.parl.gc.ca/Parliamentarians/en/members/Maxime-Bernier(35309),,,,,,,legislature,"House of Commons
Ottawa ON  K1A 0A6",1 613 992-8053,1 613 995-0687,constituency,"11535 1st Avenue (Main Office)
Suite 430
Saint-Georges QC  G5Y 7H5",1 418 227-2171,1 418 227-3093,constituency,"1068 Vachon Blvd North
Suite 225
Sainte-Marie QC  G6E 1M6",1 418 387-4224,1 418 387-8124
Beauport—Côte-de-Beaupré—Île d'Orléans—Charlevoix,MP,Sylvie Boucher,Sylvie,Boucher,,Conservative,Sylvie.Boucher@parl.gc.ca,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/BoucherSylvie_CPC.jpg,http://www.parl.gc.ca/Parliamentarians/en/members/Sylvie-Boucher(35320),,,,,,,legislature,"House of Commons
Ottawa ON  K1A 0A6",1 613 995-9732,1 613 996-2656,constituency,"9749 Sainte-Anne Blvd. (Main Office)

Ste-anne-de-beaupre QC  G0A 3C0",1 418 827-6776,1 418 827-7077,constituency,"32 Patrick-Morgan Street

La Malbaie QC  G5A 1T1",1 418 665-6566,1 418 665-6166
Beauport—Limoilou,MP,Alupa Clarke,Alupa,Clarke,,Conservative,Alupa.Clarke@parl.gc.ca,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/ClarkeAlupa_CPC.jpg,http://www.parl.gc.ca/Parliamentarians/en/members/Alupa-A-Clarke(88404),,,,,,,legislature,"House of Commons
Ottawa ON  K1A 0A6",1 613 992-4406,1 613 992-4544,constituency,"2000 Sanfaçon Avenue (Main Office)
Suite 101
Québec QC  G1E 3R7",1 418 663-2113,1 418 663-2988
Beauséjour,MP,Dominic LeBlanc,Dominic,LeBlanc,,Liberal,dominic.leblanc@parl.gc.ca,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/LeblancDominic_Lib.jpg,http://www.parl.gc.ca/Parliamentarians/en/members/Dominic-LeBlanc(1813),http://dominicleblanc.ca,,,,,,legislature,"House of Commons
Ottawa ON  K1A 0A6",1 613 992-1020,1 613 992-3053,constituency,"328 Main Street (Main Office)
Suite I
Shediac NB  E4P 2E3",1 506 533-5700,1 506 533-5888
Bellechasse—Les Etchemins—Lévis,MP,Steven Blaney,Steven,Blaney,,Conservative,steven.blaney@parl.gc.ca,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/BlaneySteven_CPC.jpg,http://www.parl.gc.ca/Parliamentarians/en/members/Steven-Blaney(35389),http://stevenblaney.ca,,,,,,legislature,"House of Commons
Ottawa ON  K1A 0A6",1 613 992-7434,1 613 995-6856,constituency,"115 President Kennedy Road (Main Office)
Suite 101
Lévis QC  G6V 6C8",1 418 830-0500,1 418 830-0504,constituency,"1516-D Road 277

Lac-Etchemin QC  G0R 1S0",1 418 625-2626,
Beloeil—Chambly,MP,Matthew Dubé,Matthew,Dubé,,NDP,Matthew.Dube@parl.gc.ca,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/DubéMatthew_NDP.jpg,http://www.parl.gc.ca/Parliamentarians/en/members/Matthew-Dube(71368),http://matthewdube.ndp.ca,,,,,,legislature,"House of Commons
Ottawa ON  K1A 0A6",1 613 992-6035,1 613 995-6223,constituency,"1991 Blvd De Périgny (Main Office)
Suite 105
Chambly QC  J3L 4C3",1 450 658-0088,1 450 658-0885
Berthier—Maskinongé,MP,Ruth Ellen Brosseau,Ruth Ellen,Brosseau,,NDP,RuthEllen.Brosseau@parl.gc.ca,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/BrosseauRuthEllen_NDP.jpg,http://www.parl.gc.ca/Parliamentarians/en/members/Ruth-Ellen-Brosseau(71357),http://ruthellenbrosseau.ndp.ca,,,,,,legislature,"House of Commons
Ottawa ON  K1A 0A6",1 613 992-5681,1 613 992-7276,constituency,"343 St-Laurent Avenue (Main Office)

Louiseville QC  J5V 1K2",1 819 228-1210,1 819 228-1181,constituency,"985-D Notre-Dame Street

Lavaltrie QC  J5T 1R4",,
Bonavista—Burin—Trinity,MP,Judy Foote,Judy,Foote,,Liberal,judy.foote@parl.gc.ca,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/FooteJudy_Lib.jpg,http://www.parl.gc.ca/Parliamentarians/en/members/Judy-Foote(58519),http://www.judyfoote.ca,,,,,,legislature,"House of Commons
Ottawa ON  K1A 0A6",1 613 992-8655,1 613 992-5324,constituency,"3 Church Street (Main Office)
PO Box 370
Grand Bank NL  A0E 1W0",1 709 832-1383,1 709 832-1380,constituency,"76 Manitoba Drive
Suite B
Clarenville NL  A5A 1K6",1 709 466-6502,1 709 466-6506
Bourassa,MP,Emmanuel Dubourg,Emmanuel,Dubourg,,Liberal,Emmanuel.Dubourg@parl.gc.ca,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/DubourgEmmanuel_Lib.jpg,http://www.parl.gc.ca/Parliamentarians/en/members/Emmanuel-Dubourg(84660),http://emmanueldubourg.ca/en,,,,,,legislature,"House of Commons
Ottawa ON  K1A 0A6",1 613 995-6108,1 613 995-9755,constituency,"5835 Leger Blvd (Main Office)
Suite 203
Montreal-Nord QC  H1G 6E1",1 514 323-1212,1 514 323-2875
Bow River,MP,Martin Shields,Martin,Shields,,Conservative,Martin.Shields@parl.gc.ca,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/ShieldsMartin_CPC.jpg,http://www.parl.gc.ca/Parliamentarians/en/members/Martin-Shields(89109),http://martinshieldsbowriver.ca,,,,,,legislature,"House of Commons
Ottawa ON  K1A 0A6",1 613 992-0761,1 613 992-0768,constituency,"403 - 2nd Avenue W (Main Office)
Suite 2
Brooks AB  T1R 0S3",1 844 241-0020,1 403 793-6778,constituency,"129 Second Avenue

Strathmore AB  T1P 1K1",,
Brampton Centre,MP,Ramesh Sangha,Ramesh,Sangha,,Liberal,Ramesh.Sangha@parl.gc.ca,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/SanghaRamesh_Lib.jpg,http://www.parl.gc.ca/Parliamentarians/en/members/Ramesh-Sangha(88692),http://rameshsangha.ca,,,,,,legislature,"House of Commons
Ottawa ON  K1A 0A6",1 613 992-9105,1 613 947-0443,constituency,"100 Kennedy Road S (Main Office)

Brampton ON  L6W 3E7",1 905 790-9211,1 905 790-9507
Brampton East,MP,Raj Grewal,Raj,Grewal,,Liberal,Raj.Grewal@parl.gc.ca,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/GrewalRaj_Lib.jpg,http://www.parl.gc.ca/Parliamentarians/en/members/Raj-Grewal(88694),http://rajgrewalmp.ca,,,,,,legislature,"House of Commons
Ottawa ON  K1A 0A6",1 613 992-0769,1 613 992-0777,constituency,"1 Gateway Blvd (Main Office)
Suite 204
Brampton ON  L6T 0G3",1 905 458-1474,1 905 458-8615
Brampton North,MP,Ruby Sahota,Ruby,Sahota,,Liberal,Ruby.Sahota@parl.gc.ca,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/SahotaRuby_Lib.jpg,http://www.parl.gc.ca/Parliamentarians/en/members/Ruby-Sahota(88698),http://www.rubysahotamp.ca,,,,,,legislature,"House of Commons
Ottawa ON  K1A 0A6",1 613 995-4843,1 613 995-7003,constituency,"50 Sunny Meadow Blvd (Main Office)
Suite 306 - 307
Brampton ON  L6R 0Y7",1 905 840-0505,1 905 840-1778
Brampton South,MP,Sonia Sidhu,Sonia,Sidhu,,Liberal,Sonia.Sidhu@parl.gc.ca,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/SidhuSonia_Lib.jpg,http://www.parl.gc.ca/Parliamentarians/en/members/Sonia-Sidhu(88703),http://soniasidhu.ca,,,,,,legislature,"House of Commons
Ottawa ON  K1A 0A6",1 613 995-5381,1 613 995-6796,constituency,"24 Queen Street East (Main Office)
Suite 600
Brampton ON  L6V 1A3",1 905 846-0076,1 905 846-3901
Brampton West,MP,Kamal Khera,Kamal,Khera,,Liberal,Kamal.Khera@parl.gc.ca,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/KheraKamal_Lib.jpg,http://www.parl.gc.ca/Parliamentarians/en/members/Kamal-Khera(88705),http://kamalkheramp.ca,,,,,,legislature,"House of Commons
Ottawa ON  K1A 0A6",1 613 992-0778,1 613 992-0800,constituency,"35 Van Kirk Drive (Main Office)
Suite 10/10A
Brampton ON  L7A 1A5",1 905 454-4758,1 905 454-3192
Brandon—Souris,MP,Larry Maguire,Larry,Maguire,,Conservative,Larry.Maguire@parl.gc.ca,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/MaguireLarry_CPC.jpg,http://www.parl.gc.ca/Parliamentarians/en/members/Larry-Maguire(7251),http://larrymaguire.ca,,,https://twitter.com/LarryMaguireMP,,,legislature,"House of Commons
Ottawa ON  K1A 0A6",1 613 995-9372,1 613 992-1265,constituency,"658 10th Street (Main Office)
Unit B
Brandon MB  R7A 4G5",1 204 726-7600,1 204 726-7699
Brantford—Brant,MP,Phil McColeman,Phil,McColeman,,Conservative,phil.mccoleman@parl.gc.ca,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/McColemanPhil_CPC.jpg,http://www.parl.gc.ca/Parliamentarians/en/members/Phil-McColeman(35539),http://philmccolemanmp.ca,,,https://twitter.com/Phil4Brant,,,legislature,"House of Commons
Ottawa ON  K1A 0A6",1 613 992-3118,1 613 992-6382,constituency,"108 St. George Street (Main Office)
Suite 3
Brantford ON  N3R 1V6",1 519 754-4300,1 549 751-8177
Brome—Missisquoi,MP,Denis Paradis,Denis,Paradis,,Liberal,Denis.Paradis@parl.gc.ca,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/ParadisDenis_Lib.jpg,http://www.parl.gc.ca/Parliamentarians/en/members/Denis-Paradis(198),http://dparadis.liberal.ca/en,,,,,,legislature,"House of Commons
Ottawa ON  K1A 0A6",1 613 947-8185,1 613 947-8188,constituency,"353 Principale West Street (Main Office)

Magog QC  J1X 2B1",1 819 868-1305,1 819 868-5609,constituency,"351 Principale Street

Cowansville QC  J2K 1J4",1 450 263-0025,1 450 263-0185,constituency,"106 Principale Street

Bedford QC  J0J 1A0",1 450 248-3144,1 450 248-2015
Brossard—Saint-Lambert,MP,Alexandra Mendès,Alexandra,Mendès,,Liberal,Alexandra.Mendes@parl.gc.ca,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/MendesAlexandra_Lib.jpg,http://www.parl.gc.ca/Parliamentarians/en/members/Alexandra-Mendes(58621),,http://www.facebook.com/AlexandraMendesLiberal2015,,,,,legislature,"House of Commons
Ottawa ON  K1A 0A6",1 613 995-9301,1 613 992-7273,constituency,"6955 Taschereau Blvd. (Main Office)
Suite 225
Brossard QC  J4Z 1A7",1 450 466-6872,1 450 466-9822
Bruce—Grey—Owen Sound,MP,Larry Miller,Larry,Miller,,Conservative,larry.miller@parl.gc.ca,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/MillerLarry_CPC.jpg,http://www.parl.gc.ca/Parliamentarians/en/members/Larry-Miller(25522),http://www.larrymiller.ca,,,https://twitter.com/LarryMillerMP,,,legislature,"House of Commons
Ottawa ON  K1A 0A6",1 613 996-5191,1 613 952-0979,constituency,"1131 - 2nd Avenue East (Main Office)
Suite 208
Owen Sound ON  N4K 2J1",1 519 371-1059,1 519 371-1752
Burlington,MP,Karina Gould,Karina,Gould,,Liberal,Karina.Gould@parl.gc.ca,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/GouldKarina_Lib.jpg,http://www.parl.gc.ca/Parliamentarians/en/members/Karina-Gould(88715),http://karinagouldmp.ca,,,,,,legislature,"House of Commons
Ottawa ON  K1A 0A6",1 613 995-0881,1 613 995-1091,constituency,"777 Guelph Line (Main Office)
Suite 209
Burlington ON  L7R 3N2",1 905 639-5757,1 905 639-6031
Burnaby North—Seymour,MP,Terry Beech,Terry,Beech,,Liberal,Terry.Beech@parl.gc.ca,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/BeechTerry_Lib.jpg,http://www.parl.gc.ca/Parliamentarians/en/members/Terry-Beech(89236),http://terrybeech-parl.ca,,,,,,legislature,"House of Commons
Ottawa ON  K1A 0A6",1 613 992-0802,1 613 992-0824,constituency,"3906 Hastings Street (Main Office)

Burnaby BC  V5C 6C1",1 604 718-8870,1 604 718-8874
Burnaby South,MP,Kennedy Stewart,Kennedy,Stewart,,NDP,Kennedy.Stewart@parl.gc.ca,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/StewartKennedy_NDP.jpg,http://www.parl.gc.ca/Parliamentarians/en/members/Kennedy-Stewart(31701),http://kennedystewart.ndp.ca,,,,,,legislature,"House of Commons
Ottawa ON  K1A 0A6",1 613 996-5597,1 613 992-5501,constituency,"4940 Kingsway (Main Office)

Burnaby BC  V5H 2E2",1 604 291-8863,1 604 666-0727
Bécancour—Nicolet—Saurel,MP,Louis Plamondon,Louis,Plamondon,,Bloc Québécois,louis.plamondon@parl.gc.ca,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/PlamondonLouis_BQ.jpg,http://www.parl.gc.ca/Parliamentarians/en/members/Louis-Plamondon(413),http://louisplamondon.com,,,,,,legislature,"House of Commons
Ottawa ON  K1A 0A6",1 613 995-9241,1 613 995-6784,constituency,"307 Marie-Victorin Road (Main Office)

Sorel-Tracy QC  J3R 1K6",1 450 742-0479,1 450 742-1976,constituency,"702 de Mgr Panet Street

Nicolet QC  J3T 1C6",1 819 293-2041,1 819 293-5522
Calgary Centre,MP,Kent Hehr,Kent,Hehr,,Liberal,Kent.Hehr@parl.gc.ca,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/HehrKent_Lib.jpg,http://www.parl.gc.ca/Parliamentarians/en/members/Kent-Hehr(89111),http://kenthehrmp.ca,,,,,,legislature,"House of Commons
Ottawa ON  K1A 0A6",1 613 995-1561,1 613 995-1862,constituency,"950 - 6th Avenue SW (Main Office)

Calgary AB  T2P 1E4",1 403 244-1880,1 403 245-3468
Calgary Confederation,MP,Len Webber,Len,Webber,,Conservative,Len.Webber@parl.gc.ca,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/WebberLen_CPC.jpg,http://www.parl.gc.ca/Parliamentarians/en/members/Len-Webber(89116),http://www.lenwebber.ca,,,https://twitter.com/Webber4Confed,,,legislature,"House of Commons
Ottawa ON  K1A 0A6",1 613 996-2756,1 613 992-2537,constituency,"2020 - 10th Street NW (Main Office)

Calgary AB  T2M 3M2",1 403 220-0888,1 403 299-8024
Calgary Forest Lawn,MP,Deepak Obhrai,Deepak,Obhrai,,Conservative,deepak.obhrai@parl.gc.ca,https://www.ourcommons.ca/Parliamentarians/Images/OfficialMPPhotos/42/ObhraiDeepak_CPC.jpg,http://www.parl.gc.ca/Parliamentarians/en/members/Deepak-Obhrai(1287),http://deepakobhrai.com,,,https://twitter.com/reelectdeepak,,,legislature,"House of Commons
Ottawa ON  K1A 0A6",1 613 947-4566,1 613 947-4569,constituency,"525 - 28th Street SE
(Main Office)
Suite 225
Calgary AB  T2A 6W9",1 403 207-3030,1 403 207-3035
Calgary Heritage,MP,Bob Benzen,Bob,Benzen,,Conservative,Bob.Benzen@parl.gc.ca,,http://www.parl.gc.ca/Parliamentarians/en/members/Bob-Benzen(96361),,,,,,,legislature,"House of Commons
Ottawa ON  K1A 0A6",1 613 992-0250,1 613 992-0251,constituency,"1600 - 90th Avenue SW
Suite A-203
(Main Office)

Calgary AB  T2V 5A8",1 403 253-7990,1 403 253-8203
